,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,albumName,albumID
Therefore I Am___Billie Eilish,0.879,0.365,2,-7.781,1,0.0924,0.227,0.135,0.0583,0.663,94.016,audio_features,20R4HfKloPKgXDqU7UKk3x,spotify:track:20R4HfKloPKgXDqU7UKk3x,https://api.spotify.com/v1/tracks/20R4HfKloPKgXDqU7UKk3x,https://api.spotify.com/v1/audio-analysis/20R4HfKloPKgXDqU7UKk3x,173539,4,Happier Than Ever,0JGOiO34nwfUdDrD612dOp
Breakfast___Dove Cameron,0.64,0.553,2,-6.42,0,0.0411,0.0579,0,0.0914,0.486,81.992,audio_features,6GUiIbJ834FcHewby3PwV0,spotify:track:6GUiIbJ834FcHewby3PwV0,https://api.spotify.com/v1/tracks/6GUiIbJ834FcHewby3PwV0,https://api.spotify.com/v1/audio-analysis/6GUiIbJ834FcHewby3PwV0,148471,4,Breakfast,7HWnZ3HvfiVjEIyFWC4Qlf
I Was Dancing In The Lesbian Bar___Jonathan Richman,0.829,0.388,9,-13.55,0,0.0421,0.675,0.00263,0.271,0.896,116.5,audio_features,2UayKZmrsYyjNj6T8frugJ,spotify:track:2UayKZmrsYyjNj6T8frugJ,https://api.spotify.com/v1/tracks/2UayKZmrsYyjNj6T8frugJ,https://api.spotify.com/v1/audio-analysis/2UayKZmrsYyjNj6T8frugJ,223840,4,"I, Jonathan",2RtcqYl0VAhDw9DPMEqWF5
Baatein Karo___Vayu,0.76,0.551,6,-7.273,1,0.0273,0.85,0.000713,0.154,0.768,106.046,audio_features,0defKES0cQIsig27CpfPWx,spotify:track:0defKES0cQIsig27CpfPWx,https://api.spotify.com/v1/tracks/0defKES0cQIsig27CpfPWx,https://api.spotify.com/v1/audio-analysis/0defKES0cQIsig27CpfPWx,195309,3,Baatein Karo,66vdrbexbgZKs1NkNRmIET
All In My Head___Tori Kelly,0.675,0.506,6,-7.69,1,0.0857,0.105,0,0.0586,0.322,129.884,audio_features,098tAg0yjz9ds5oys4MAPG,spotify:track:098tAg0yjz9ds5oys4MAPG,https://api.spotify.com/v1/tracks/098tAg0yjz9ds5oys4MAPG,https://api.spotify.com/v1/audio-analysis/098tAg0yjz9ds5oys4MAPG,210895,4,Handmade Songs By Tori Kelly,0cKsaZeZ7zxJWmP8haVHuf
Julale___Nikhil Modgi,0.577,0.508,3,-8.22,1,0.0266,0.636,0,0.107,0.372,134.904,audio_features,39dFgW3Z4B2ax56iBJ8zYe,spotify:track:39dFgW3Z4B2ax56iBJ8zYe,https://api.spotify.com/v1/tracks/39dFgW3Z4B2ax56iBJ8zYe,https://api.spotify.com/v1/audio-analysis/39dFgW3Z4B2ax56iBJ8zYe,181548,3,Julale,3qQM1vG9PYDRZKEoh3OzqA
Loser___Charlie Puth,0.698,0.623,8,-7.845,0,0.037,0.623,0.0856,0.179,0.625,102.002,audio_features,1BCXUbnU0486n4eeTyyVIj,spotify:track:1BCXUbnU0486n4eeTyyVIj,https://api.spotify.com/v1/tracks/1BCXUbnU0486n4eeTyyVIj,https://api.spotify.com/v1/audio-analysis/1BCXUbnU0486n4eeTyyVIj,204376,4,CHARLIE,5Jk4Eg7pxYhDrWJCVVzmMt
Scared to Be Lonely___VAX,0.494,0.258,0,-10.961,1,0.0303,0.892,0,0.167,0.321,120.405,audio_features,7MXovLr8ByFNNM8LoUbhfR,spotify:track:7MXovLr8ByFNNM8LoUbhfR,https://api.spotify.com/v1/tracks/7MXovLr8ByFNNM8LoUbhfR,https://api.spotify.com/v1/audio-analysis/7MXovLr8ByFNNM8LoUbhfR,182250,4,Scared to Be Lonely,1M8nieXenPyK2WTtnJtAvs
From the Subway Train___Vansire,0.392,0.429,5,-10.279,0,0.0462,0.527,0.015,0.217,0.105,72.104,audio_features,0qOCy2LqvdkMora7eZsJhQ,spotify:track:0qOCy2LqvdkMora7eZsJhQ,https://api.spotify.com/v1/tracks/0qOCy2LqvdkMora7eZsJhQ,https://api.spotify.com/v1/audio-analysis/0qOCy2LqvdkMora7eZsJhQ,57370,4,Angel Youth,7CESHttY9U97FElD5JAXSW
Aaya Na Tu___Arjun Kanungo,0.665,0.539,11,-7.213,0,0.0474,0.825,5.85e-06,0.121,0.368,110.101,audio_features,3T0oPETOdddxJ2xTt2qJe4,spotify:track:3T0oPETOdddxJ2xTt2qJe4,https://api.spotify.com/v1/tracks/3T0oPETOdddxJ2xTt2qJe4,https://api.spotify.com/v1/audio-analysis/3T0oPETOdddxJ2xTt2qJe4,210000,4,Aaya Na Tu,2ZGzoWXjfWxRwepEbS0H1b
Home with You___Madison Beer,0.631,0.6,7,-6.137,0,0.0873,0.0646,0,0.0952,0.732,170.128,audio_features,6Z3KPGftGu9ZVvkAY8SaZa,spotify:track:6Z3KPGftGu9ZVvkAY8SaZa,https://api.spotify.com/v1/tracks/6Z3KPGftGu9ZVvkAY8SaZa,https://api.spotify.com/v1/audio-analysis/6Z3KPGftGu9ZVvkAY8SaZa,190576,4,As She Pleases,3PYA0lKJUKoKhYkVSLDyDb
Golden___Harry Styles,0.448,0.838,4,-5.257,0,0.0557,0.21,0.000131,0.131,0.254,139.863,audio_features,45S5WTQEGOB1VHr1Q4FuPl,spotify:track:45S5WTQEGOB1VHr1Q4FuPl,https://api.spotify.com/v1/tracks/45S5WTQEGOB1VHr1Q4FuPl,https://api.spotify.com/v1/audio-analysis/45S5WTQEGOB1VHr1Q4FuPl,208907,4,Fine Line,7xV2TzoaVc0ycW7fwBwAml
"Love Me Like You Do - From ""Fifty Shades Of Grey""___Ellie Goulding",0.262,0.606,8,-6.646,1,0.0484,0.247,0,0.125,0.275,189.857,audio_features,3zHq9ouUJQFQRf3cm1rRLu,spotify:track:3zHq9ouUJQFQRf3cm1rRLu,https://api.spotify.com/v1/tracks/3zHq9ouUJQFQRf3cm1rRLu,https://api.spotify.com/v1/audio-analysis/3zHq9ouUJQFQRf3cm1rRLu,252534,4,Delirium (Deluxe),20Ol6zZ0nLlc5EGTH1zA0j
Nobody Compares To You (feat. Katie Pearlman)___Gryffin,0.59,0.764,2,-4.735,1,0.0467,0.229,0,0.192,0.331,104.911,audio_features,17ejRbr6B8l9zdqgCZsn4m,spotify:track:17ejRbr6B8l9zdqgCZsn4m,https://api.spotify.com/v1/tracks/17ejRbr6B8l9zdqgCZsn4m,https://api.spotify.com/v1/audio-analysis/17ejRbr6B8l9zdqgCZsn4m,231291,4,Gravity,2IAVHJdaRPFA6MQqXHoG75
Dancing With Your Ghost___Sasha Alex Sloan,0.629,0.328,11,-8.284,1,0.029,0.768,2.5e-05,0.103,0.389,74.953,audio_features,1TQXIltqoZ5XXyfCbAeSQQ,spotify:track:1TQXIltqoZ5XXyfCbAeSQQ,https://api.spotify.com/v1/tracks/1TQXIltqoZ5XXyfCbAeSQQ,https://api.spotify.com/v1/audio-analysis/1TQXIltqoZ5XXyfCbAeSQQ,197732,4,Dancing With Your Ghost,3I677CWVoiOsbMxOQzjShB
I Do___Susie Suh,0.731,0.445,0,-8.418,1,0.0533,0.0586,1.96e-05,0.14,0.106,117.97,audio_features,55n9yjI6qqXh5F2mYvUc2y,spotify:track:55n9yjI6qqXh5F2mYvUc2y,https://api.spotify.com/v1/tracks/55n9yjI6qqXh5F2mYvUc2y,https://api.spotify.com/v1/audio-analysis/55n9yjI6qqXh5F2mYvUc2y,247160,4,reputation Stadium Tour Surprise Song Playlist,1MPAXuTVL2Ej5x0JHiSPq8
Men On The Moon___Chelsea Cutler,0.552,0.517,8,-7.906,1,0.0245,0.0211,0.00612,0.152,0.105,79.512,audio_features,164LL9rTyEZ6DF0KMgXxsJ,spotify:track:164LL9rTyEZ6DF0KMgXxsJ,https://api.spotify.com/v1/tracks/164LL9rTyEZ6DF0KMgXxsJ,https://api.spotify.com/v1/audio-analysis/164LL9rTyEZ6DF0KMgXxsJ,220798,4,Men On The Moon,1mK3MLTmhxsrOTx7ceJwyr
Bergamot Feels___Edwin Raphael,0.75,0.37,6,-8.871,0,0.0342,0.728,0.0157,0.345,0.184,110.035,audio_features,45Cy7dovuUSQg80nTTNnC3,spotify:track:45Cy7dovuUSQg80nTTNnC3,https://api.spotify.com/v1/tracks/45Cy7dovuUSQg80nTTNnC3,https://api.spotify.com/v1/audio-analysis/45Cy7dovuUSQg80nTTNnC3,228771,4,Will You Think of Me Later?,0Bb2UJXgxTgqUNC0z5QCyM
Hopeless Audiobook 🎧 by Colleen Hoover___➜ 🟡 Colleen Hoover Audiobooks 🎧 by The Book Guide®,0.632,0.185,2,-14.506,1,0.941,0.849,0,0.128,0.224,167.124,audio_features,2ds4MtHdACK58vSjecKykg,spotify:track:2ds4MtHdACK58vSjecKykg,https://api.spotify.com/v1/tracks/2ds4MtHdACK58vSjecKykg,https://api.spotify.com/v1/audio-analysis/2ds4MtHdACK58vSjecKykg,2666584,5,É Assim Que Acaba,2EYOUodxM8anCaM3qskHMT
Tum Mile - Lofi Flip___KSW,0.711,0.579,0,-11.059,1,0.0363,0.218,0.053,0.32,0.21,114.96,audio_features,1CsRoIeHaHRysPMoEaKRoQ,spotify:track:1CsRoIeHaHRysPMoEaKRoQ,https://api.spotify.com/v1/tracks/1CsRoIeHaHRysPMoEaKRoQ,https://api.spotify.com/v1/audio-analysis/1CsRoIeHaHRysPMoEaKRoQ,242103,4,Tum Mile (Lofi Flip),3HLuAGbNIeDhx1MlR9auER
Coming Back For You___Fireboy DML,0.42,0.436,7,-8.025,1,0.0449,0.00814,0,0.128,0.242,100.274,audio_features,5o77o7nTrQL1mWAyrvVMNI,spotify:track:5o77o7nTrQL1mWAyrvVMNI,https://api.spotify.com/v1/tracks/5o77o7nTrQL1mWAyrvVMNI,https://api.spotify.com/v1/audio-analysis/5o77o7nTrQL1mWAyrvVMNI,176293,4,Black Panther: Wakanda Forever - Music From and Inspired By,06RK0wX4GqHcxBtHlVoGH5
i'm so tired...___Lauv,0.548,0.735,11,-7.572,1,0.236,0.173,0,0.195,0.498,101.252,audio_features,7LpMG3AEaIJgs62HQhAa91,spotify:track:7LpMG3AEaIJgs62HQhAa91,https://api.spotify.com/v1/tracks/7LpMG3AEaIJgs62HQhAa91,https://api.spotify.com/v1/audio-analysis/7LpMG3AEaIJgs62HQhAa91,162587,4,~how i'm feeling~,3ZuE680xhR1A4bCFGvL8mi
Sajde___Pritam,0.693,0.638,11,-6.715,1,0.0498,0.354,3.32e-06,0.0972,0.747,90.005,audio_features,4N66qcycDiFLJGjnXiKbKX,spotify:track:4N66qcycDiFLJGjnXiKbKX,https://api.spotify.com/v1/tracks/4N66qcycDiFLJGjnXiKbKX,https://api.spotify.com/v1/audio-analysis/4N66qcycDiFLJGjnXiKbKX,305583,4,Khatta Meetha,0rA5WWDEVXDEizsgwS2hR4
Dandelions - slowed + reverb___Ruth B.,0.573,0.715,8,-3.293,0,0.0256,0.0444,0,0.0898,0.258,101.699,audio_features,6fhG2KJgwO7CrNflRaRmvp,spotify:track:6fhG2KJgwO7CrNflRaRmvp,https://api.spotify.com/v1/tracks/6fhG2KJgwO7CrNflRaRmvp,https://api.spotify.com/v1/audio-analysis/6fhG2KJgwO7CrNflRaRmvp,268717,3,Dandelions (slowed + reverb),0W26SC6AcPdqk1Hz5hfWnj
Tujh Mein Rab Dikhta Hai - Ii___Shreya Ghoshal,0.334,0.3,2,-12.359,0,0.0377,0.863,1.62e-06,0.195,0.158,147.076,audio_features,4Q3oEhpsDommo2naYhCpAl,spotify:track:4Q3oEhpsDommo2naYhCpAl,https://api.spotify.com/v1/tracks/4Q3oEhpsDommo2naYhCpAl,https://api.spotify.com/v1/audio-analysis/4Q3oEhpsDommo2naYhCpAl,101799,4,Rab Ne Bana Di Jodi (Original),7pbKuvQHUTwbq4FbevvEca
Honeypie___JAWNY,0.705,0.674,5,-4.644,0,0.153,0.0543,0,0.147,0.911,115.01,audio_features,1bt443XPmX5ZG5DjhMJ8Rh,spotify:track:1bt443XPmX5ZG5DjhMJ8Rh,https://api.spotify.com/v1/tracks/1bt443XPmX5ZG5DjhMJ8Rh,https://api.spotify.com/v1/audio-analysis/1bt443XPmX5ZG5DjhMJ8Rh,135581,4,For Abby,1DrYnUi6jx0ClomBVvbjAY
"Saavar Re Mana - From ""Mitwaa""___Jaanvee Prabhu Arora",0.676,0.634,0,-4.956,1,0.0333,0.385,0,0.141,0.363,134.04,audio_features,70OzwqFfeL0Mb3A9MUmA4R,spotify:track:70OzwqFfeL0Mb3A9MUmA4R,https://api.spotify.com/v1/tracks/70OzwqFfeL0Mb3A9MUmA4R,https://api.spotify.com/v1/audio-analysis/70OzwqFfeL0Mb3A9MUmA4R,339226,1,"Saavar Re Mana (From ""Mitwaa"")",2K02TquSnJBGihbB3m8xTK
Pretty Girl___Maggie Lindemann,0.456,0.764,10,-3.584,1,0.148,0.298,0,0.229,0.383,124.971,audio_features,1ue7zm5TVVvmoQV8lK6K2H,spotify:track:1ue7zm5TVVvmoQV8lK6K2H,https://api.spotify.com/v1/tracks/1ue7zm5TVVvmoQV8lK6K2H,https://api.spotify.com/v1/audio-analysis/1ue7zm5TVVvmoQV8lK6K2H,219429,5,Pretty Girl,0KVNtHihBR6Zz98yjh5tk3
Ved___Ritviz,0.763,0.762,7,-7.379,1,0.0573,0.00339,0.603,0.167,0.486,107.043,audio_features,1fphZ0ZxsFBEfrXWfc18g6,spotify:track:1fphZ0ZxsFBEfrXWfc18g6,https://api.spotify.com/v1/tracks/1fphZ0ZxsFBEfrXWfc18g6,https://api.spotify.com/v1/audio-analysis/1fphZ0ZxsFBEfrXWfc18g6,180000,4,Ved,7LPx9F9ZQWWvQlKgIQi1OZ
TV___Billie Eilish,0.412,0.236,4,-15.159,0,0.0379,0.83,0.00653,0.147,0.119,140.214,audio_features,3GYlZ7tbxLOxe6ewMNVTkw,spotify:track:3GYlZ7tbxLOxe6ewMNVTkw,https://api.spotify.com/v1/tracks/3GYlZ7tbxLOxe6ewMNVTkw,https://api.spotify.com/v1/audio-analysis/3GYlZ7tbxLOxe6ewMNVTkw,281381,4,Guitar Songs,1YPWxMpQEC8kcOuefgXbhj
Love Me Back (Fayahh Beat)___Trinidad Cardona,0.602,0.612,8,-8.115,1,0.0465,0.0325,0.00943,0.147,0.692,95.161,audio_features,5ZF6l3xKi3m6YK2dDXAsR5,spotify:track:5ZF6l3xKi3m6YK2dDXAsR5,https://api.spotify.com/v1/tracks/5ZF6l3xKi3m6YK2dDXAsR5,https://api.spotify.com/v1/audio-analysis/5ZF6l3xKi3m6YK2dDXAsR5,193627,4,Love Me Back (Fayahh Beat),3chA2MGRAajYTezCtS7f5s
overwhelmed___Royal & the Serpent,0.804,0.323,0,-11.127,0,0.305,0.308,0,0.15,0.456,87.019,audio_features,5jjZikDrEd0by1o7V3fO4y,spotify:track:5jjZikDrEd0by1o7V3fO4y,https://api.spotify.com/v1/tracks/5jjZikDrEd0by1o7V3fO4y,https://api.spotify.com/v1/audio-analysis/5jjZikDrEd0by1o7V3fO4y,159293,4,Overwhelmed,7E7HRywUyuqW5qH793yPbP
drivers license___Olivia Rodrigo,0.561,0.431,10,-8.81,1,0.0578,0.768,1.42e-05,0.106,0.137,143.875,audio_features,5wANPM4fQCJwkGd4rN57mH,spotify:track:5wANPM4fQCJwkGd4rN57mH,https://api.spotify.com/v1/tracks/5wANPM4fQCJwkGd4rN57mH,https://api.spotify.com/v1/audio-analysis/5wANPM4fQCJwkGd4rN57mH,242013,4,SOUR,6s84u2TUpR3wdUv4NgKA2j
Backyard Boy (with Jeremy Zucker)___Claire Rosinkranz,0.753,0.739,5,-6.49,1,0.208,0.303,5.36e-06,0.0876,0.494,138.09,audio_features,4rE4qF4baoXpustrgtnFRw,spotify:track:4rE4qF4baoXpustrgtnFRw,https://api.spotify.com/v1/tracks/4rE4qF4baoXpustrgtnFRw,https://api.spotify.com/v1/audio-analysis/4rE4qF4baoXpustrgtnFRw,129026,4,Backyard Boy,5WMJ65QC4gFIouA0SILj5P
I Want It That Way___Backstreet Boys,0.689,0.694,6,-5.83,0,0.027,0.257,0,0.148,0.482,99.039,audio_features,47BBI51FKFwOMlIiX6m8ya,spotify:track:47BBI51FKFwOMlIiX6m8ya,https://api.spotify.com/v1/tracks/47BBI51FKFwOMlIiX6m8ya,https://api.spotify.com/v1/audio-analysis/47BBI51FKFwOMlIiX6m8ya,213307,4,Millennium,5ySxm9hxBNss01WCL7GLyQ
Lose You Too___shy martin,0.445,0.357,7,-9.163,1,0.0445,0.153,0,0.356,0.159,147.062,audio_features,5JkUNbYSn06ghlmu0NRUMf,spotify:track:5JkUNbYSn06ghlmu0NRUMf,https://api.spotify.com/v1/tracks/5JkUNbYSn06ghlmu0NRUMf,https://api.spotify.com/v1/audio-analysis/5JkUNbYSn06ghlmu0NRUMf,186463,4,Lose You Too,5Y5EDuf24u2yA488SKJiBW
You Get Me So High___The Neighbourhood,0.551,0.881,7,-6.099,0,0.0542,0.186,0.0791,0.152,0.387,88.036,audio_features,7zwn1eykZtZ5LODrf7c0tS,spotify:track:7zwn1eykZtZ5LODrf7c0tS,https://api.spotify.com/v1/tracks/7zwn1eykZtZ5LODrf7c0tS,https://api.spotify.com/v1/audio-analysis/7zwn1eykZtZ5LODrf7c0tS,153000,4,Hard To Imagine The Neighbourhood Ever Changing,0ODLCdHBFVvKwJGeSfd1jy
Afterglow___Ed Sheeran,0.641,0.324,11,-5.851,1,0.0299,0.698,0,0.328,0.273,110.184,audio_features,0E4Y1XIbs8GrAT1YqVy6dq,spotify:track:0E4Y1XIbs8GrAT1YqVy6dq,https://api.spotify.com/v1/tracks/0E4Y1XIbs8GrAT1YqVy6dq,https://api.spotify.com/v1/audio-analysis/0E4Y1XIbs8GrAT1YqVy6dq,185487,4,Afterglow,5bb2Sf8jps2DTyI2urMThV
Missed You - Bonus Track___The Weeknd,0.689,0.374,5,-10.038,0,0.0851,0.115,0.000132,0.111,0.321,151.98,audio_features,38uNCW1do0LKfMIt4MDkPo,spotify:track:38uNCW1do0LKfMIt4MDkPo,https://api.spotify.com/v1/tracks/38uNCW1do0LKfMIt4MDkPo,https://api.spotify.com/v1/audio-analysis/38uNCW1do0LKfMIt4MDkPo,144540,4,After Hours (Deluxe),6YlDIxqEjvY63ffH6AwCjd
Slipping Through My Fingers - From 'Mamma Mia!' Original Motion Picture Soundtrack___Meryl Streep,0.463,0.489,2,-7.968,1,0.0288,0.507,0,0.165,0.249,140.034,audio_features,1QRKeAlaLqJUeCWMBRP20A,spotify:track:1QRKeAlaLqJUeCWMBRP20A,https://api.spotify.com/v1/tracks/1QRKeAlaLqJUeCWMBRP20A,https://api.spotify.com/v1/audio-analysis/1QRKeAlaLqJUeCWMBRP20A,230893,4,Mamma Mia! The Movie Soundtrack,6QtnCAFmqOwR75jOOmU7k9
Karma___Taylor Swift,0.642,0.62,8,-7.091,1,0.0666,0.0734,0,0.483,0.0969,90.02,audio_features,7KokYm8cMIXCsGVmUvKtqf,spotify:track:7KokYm8cMIXCsGVmUvKtqf,https://api.spotify.com/v1/tracks/7KokYm8cMIXCsGVmUvKtqf,https://api.spotify.com/v1/audio-analysis/7KokYm8cMIXCsGVmUvKtqf,204852,4,Midnights,151w1FgRZfnKZA9FEcg9Z3
Laayli' kuxa'ano'one___Adn Maya Colectivo,0.787,0.598,1,-7.457,1,0.212,0.573,2.29e-06,0.103,0.82,150.027,audio_features,02dF3qjpgTpmPCBKo72C06,spotify:track:02dF3qjpgTpmPCBKo72C06,https://api.spotify.com/v1/tracks/02dF3qjpgTpmPCBKo72C06,https://api.spotify.com/v1/audio-analysis/02dF3qjpgTpmPCBKo72C06,224747,4,Black Panther: Wakanda Forever - Music From and Inspired By,06RK0wX4GqHcxBtHlVoGH5
GRIND___Emiway Bantai,0.848,0.735,1,-4.661,1,0.0445,0.291,0,0.0713,0.57,98.973,audio_features,16xg7UwH9hbs96vCD8k6bC,spotify:track:16xg7UwH9hbs96vCD8k6bC,https://api.spotify.com/v1/tracks/16xg7UwH9hbs96vCD8k6bC,https://api.spotify.com/v1/audio-analysis/16xg7UwH9hbs96vCD8k6bC,175450,4,GRIND,7DSQCxFH7gCzV8kiydlVDX
Frontline___OAFF,0.355,0.264,0,-10.174,1,0.029,0.539,0.00353,0.0988,0.107,93.021,audio_features,1HuZxrpsW23bySVwsYwUpH,spotify:track:1HuZxrpsW23bySVwsYwUpH,https://api.spotify.com/v1/tracks/1HuZxrpsW23bySVwsYwUpH,https://api.spotify.com/v1/audio-analysis/1HuZxrpsW23bySVwsYwUpH,208778,3,Frontline - Single,5QOBkwqgb84kFbKsrcZIFd
Liar___Camila Cabello,0.74,0.498,11,-6.684,0,0.0456,0.0169,0.00282,0.319,0.652,98.016,audio_features,7LzouaWGFCy4tkXDOOnEyM,spotify:track:7LzouaWGFCy4tkXDOOnEyM,https://api.spotify.com/v1/tracks/7LzouaWGFCy4tkXDOOnEyM,https://api.spotify.com/v1/audio-analysis/7LzouaWGFCy4tkXDOOnEyM,207039,4,Liar,3xgS4rfthlsvhW7J2WLiiR
Paris in the Rain___Lauv,0.406,0.408,3,-9.419,1,0.053,0.771,7.88e-06,0.394,0.525,79.705,audio_features,2MOoIbJWIYikwIXjBDe26i,spotify:track:2MOoIbJWIYikwIXjBDe26i,https://api.spotify.com/v1/tracks/2MOoIbJWIYikwIXjBDe26i,https://api.spotify.com/v1/audio-analysis/2MOoIbJWIYikwIXjBDe26i,204712,4,I met you when I was 18. (the playlist),71cQY3dUThCY6vVKaUIXqR
this is what falling in love feels like___JVKE,0.422,0.44,11,-5.53,1,0.0544,0.617,0,0.0837,0.332,128.934,audio_features,2PWTZV5znjLtZC5T1EVJvL,spotify:track:2PWTZV5znjLtZC5T1EVJvL,https://api.spotify.com/v1/tracks/2PWTZV5znjLtZC5T1EVJvL,https://api.spotify.com/v1/audio-analysis/2PWTZV5znjLtZC5T1EVJvL,120308,5,this is what ____ feels like (Vol. 1-4),69AaAkdktFGnk9POmHENkT
Churchill Downs (feat. Drake)___Jack Harlow,0.71,0.522,11,-9.102,1,0.36,0.615,0,0.11,0.37,96.448,audio_features,3EMp20j5E42MxfFbsEsIvD,spotify:track:3EMp20j5E42MxfFbsEsIvD,https://api.spotify.com/v1/tracks/3EMp20j5E42MxfFbsEsIvD,https://api.spotify.com/v1/audio-analysis/3EMp20j5E42MxfFbsEsIvD,309327,4,Come Home The Kids Miss You,2eE8BVirX9VF8Di9hD90iw
Worth It (feat. Kid Ink)___Fifth Harmony,0.884,0.765,8,-3.865,1,0.0882,0.063,7.04e-06,0.118,0.594,99.987,audio_features,41Fflg7qHiVOD6dEPvsCzO,spotify:track:41Fflg7qHiVOD6dEPvsCzO,https://api.spotify.com/v1/tracks/41Fflg7qHiVOD6dEPvsCzO,https://api.spotify.com/v1/audio-analysis/41Fflg7qHiVOD6dEPvsCzO,224573,4,Reflection (Deluxe),0zAsh6hObeNmFgFPrUiFcP
People I Don't Like___UPSAHL,0.747,0.573,11,-6.562,0,0.295,0.268,0,0.302,0.551,90.036,audio_features,5srKMwXoeyrRnyTnNbpgIW,spotify:track:5srKMwXoeyrRnyTnNbpgIW,https://api.spotify.com/v1/tracks/5srKMwXoeyrRnyTnNbpgIW,https://api.spotify.com/v1/audio-analysis/5srKMwXoeyrRnyTnNbpgIW,142766,4,People I Don't Like,56c9o6LVrsm995xmDpAZrA
Bloody Mary___Lady Gaga,0.591,0.637,9,-6.365,0,0.03,0.0107,1.95e-06,0.113,0.432,99.998,audio_features,53jnnqFSRGMDB9ADrNriCA,spotify:track:53jnnqFSRGMDB9ADrNriCA,https://api.spotify.com/v1/tracks/53jnnqFSRGMDB9ADrNriCA,https://api.spotify.com/v1/audio-analysis/53jnnqFSRGMDB9ADrNriCA,244760,4,Born This Way (International Special Edition Version),6LY3AerY6KNGOPsNPL63Kk
Drugs___UPSAHL,0.883,0.415,6,-8.571,0,0.174,0.35,0,0.063,0.318,76.986,audio_features,06ioYJ99HHjzRk8HrGfkKS,spotify:track:06ioYJ99HHjzRk8HrGfkKS,https://api.spotify.com/v1/tracks/06ioYJ99HHjzRk8HrGfkKS,https://api.spotify.com/v1/audio-analysis/06ioYJ99HHjzRk8HrGfkKS,155867,4,Drugs,46S95aTUFWSVmRmDKAGnFf
this is what a broken heart feels like - stripped___Marina Lin,0.688,0.253,3,-11.125,0,0.0478,0.89,0.00195,0.114,0.454,148.309,audio_features,3MuBPr8ySnM0hxkafmJPCt,spotify:track:3MuBPr8ySnM0hxkafmJPCt,https://api.spotify.com/v1/tracks/3MuBPr8ySnM0hxkafmJPCt,https://api.spotify.com/v1/audio-analysis/3MuBPr8ySnM0hxkafmJPCt,150811,4,a work in progress,5tC3NGPXXT3BiaXoAJdIH6
Deep___Summer Walker,0.646,0.335,3,-9.915,0,0.247,0.626,1.3e-05,0.107,0.419,167.927,audio_features,3LfHBTYZBTqmz43tvVXJBd,spotify:track:3LfHBTYZBTqmz43tvVXJBd,https://api.spotify.com/v1/tracks/3LfHBTYZBTqmz43tvVXJBd,https://api.spotify.com/v1/audio-analysis/3LfHBTYZBTqmz43tvVXJBd,92093,4,Last Day Of Summer,4hTM8jZ8DCCqglmZUDMSPz
Impossible___James Arthur,0.376,0.695,0,-4.782,0,0.0933,0.135,0,0.11,0.302,169.533,audio_features,5yVIlYEHZxQVLyInCdldoS,spotify:track:5yVIlYEHZxQVLyInCdldoS,https://api.spotify.com/v1/tracks/5yVIlYEHZxQVLyInCdldoS,https://api.spotify.com/v1/audio-analysis/5yVIlYEHZxQVLyInCdldoS,209440,4,James Arthur (Deluxe),029WUoBjWc7Js1QiPH3mw0
Can't Help Falling in Love___Christian Leave,0.608,0.269,0,-7.201,1,0.0329,0.983,1.96e-06,0.337,0.389,126.372,audio_features,6VrAgFXBbRX2PkT92lAoKK,spotify:track:6VrAgFXBbRX2PkT92lAoKK,https://api.spotify.com/v1/tracks/6VrAgFXBbRX2PkT92lAoKK,https://api.spotify.com/v1/audio-analysis/6VrAgFXBbRX2PkT92lAoKK,135714,3,Hope,58g2PHmbpBfwmBU2SICdxc
Never Be Alone___Shawn Mendes,0.376,0.466,10,-6.927,1,0.0353,0.514,5.8e-05,0.0781,0.276,199.835,audio_features,3BYyBzKGPOCHeginhe0F77,spotify:track:3BYyBzKGPOCHeginhe0F77,https://api.spotify.com/v1/tracks/3BYyBzKGPOCHeginhe0F77,https://api.spotify.com/v1/audio-analysis/3BYyBzKGPOCHeginhe0F77,215813,4,Handwritten,0CnQ0JQajNswRjPkNYVG8m
Six String___Kevin Walker,0.374,0.562,10,-7.297,1,0.0334,0.581,1.72e-05,0.117,0.297,187.872,audio_features,6V2dgCw1GtEXq4hyG8pdqE,spotify:track:6V2dgCw1GtEXq4hyG8pdqE,https://api.spotify.com/v1/tracks/6V2dgCw1GtEXq4hyG8pdqE,https://api.spotify.com/v1/audio-analysis/6V2dgCw1GtEXq4hyG8pdqE,217761,3,Six String,4uKfonhgIQaRnsUBZAbjx1
everything sucks___vaultboy,0.76,0.371,6,-8.964,1,0.0531,0.00772,0,0.0785,0.653,138.023,audio_features,3z06k8YF9CqX0CGFrlekOK,spotify:track:3z06k8YF9CqX0CGFrlekOK,https://api.spotify.com/v1/tracks/3z06k8YF9CqX0CGFrlekOK,https://api.spotify.com/v1/audio-analysis/3z06k8YF9CqX0CGFrlekOK,115402,4,everything sucks,0VtWoMZIJp2kyJcbzBJxLO
